en	392516453011689472	Cuddling and Netflix movies. #letsgo
en	392516453007511552	About to shower &amp; vamp I guess.
en	392516453007503360	Who wants to call me because @ThatHaleyWay died on me
en	392516453015896064	@JosephMorgan Goodnight Love, ill see you tomorrow at the same time and place♥♥♥♥^.^ #VampLove
en	392516453045252096	like I need to watch this TLC movie ASAP. fuck Canada and not having VH1
en	392516453032665088	Fill my heart with gladness, take away my sadness, ease my troubles thats what you do. ♥
en	392516453007507456	Someone please invent the magic microwave from The Fifth Element so I can have food without having to make it or go anywhere.
en	392516453020086272	RT @jenjocelyn: If it's not one thing, it's another.
en	392516453045268480	*makes dat ass clap* TWERK TEAM YOLO SWAG “@tmoney_presa: if ur ugly and you know it clap your hands *doesnt clap because I'm perfect*”
en	392516453033078784	Her legs so sexy when I'm in between
en	392516453007892481	RT @MatomeTommy: I love it♥"@blessingkt: The smell of Petrol★"
en	392516453041061888	@EvanEnvi @SoulofPhilly @JennyKnite Wait. She did a full confiscation?? Seriously??
en	392516453007892480	@timothymaurice This though!!! ««♥♥♥
en	392516453028888577	RT @evanevanrhodes7: sometimes you just need someone to show you the light
en	392516457231163392	I try to call my dad to tell him and my sister goodnight and that I miss him, but he no answer 😕
en	392516457239547905	Today stats: 3 followers, One unfollower and followed 2 people via http://t.co/YyiXHQeAM8
en	392516457206009856	RT @OfficialTedSays: I swear to drunk I’m not God, but seriously, stay in drugs, eat school, and don’t do vegetables..
en	392516457231183872	"@jennifersita_: That knot in my throat &lt;&lt;"
en	392516457206005760	I love my header though
en	392516457222787072	looking at the grad group i have come to the conclusion that us grad 14s are all just a bunch of cheap bastards
en	392516457201815552	RT @HeyCUTIE_Vale95: I love this! http://t.co/ep6wnWJBHL
en	392516457223176192	Off work tomorrow
en	392516457226973184	Listening to my boyfriend snore &amp; I realize that I love him more than life itself. He's perfect in my eyes &amp; that's all that matters💙
en	392516457231572992	Don't this shit wanna make a nigga STOMP! STOMP!
en	392516457218572289	@baetbh I said curve me later
en	392516457218584576	@JonasBrothersNZ ...because they are going to be online the whole day to see where people comment for them to go on tour. If you didn't know
en	392516457201823744	there
en	392516457210200064	@NiallOfficial I want to sleep. But I must to go to school. :(
en	392516457227354113	@Chance_Doe I know me too! I hope it snows a lot this year!
en	392516457227354112	I've collected 31,620 gold coins! http://t.co/8J0g733jGA #ipad, #ipadgames, #gameinsight
en	392516457231581184	A number. RT @LexHaveSex_: WHAT IS 500?
en	392516457214803968	@NiallOfficial when you do nothing you get bored really fast, so do a follow spree pls!! Ily😘
en	392516461425459201	Los Angeles " Communities Stop Bullying" 2013 Show! Calling on Star Support! LA Talent &amp; Celebrity Judges! Must be a part! @TomFelton
en	392516461396111360	@EvanNorlie god said it's not tebows time.
en	392516461408690176	RT @AlexWebley: Great photo &amp; look RT @FantasyStocking: Alani microfiber pantyhose by Fiore. #tights #nylons #stockings #hosiery http://t.c…
en	392516461433860096	RT @Country_Words: What a beautiful mess I'm in, spendin' all my time with you, there's nothin' else I'd rather do. -Diamond Rio
en	392516461429665792	this isn't even that funny but I'm laughing
en	392516461396123648	@MoniqueToni I wish you could answer it but you cant :/
en	392516461400309760	I can't stop thinking about you.
en	392516461400293376	@AustinsCrew YOU SHOULD WATCH THEM THEY'RE HILARIOUS
en	392516461434241024	Creep -tlc
en	392516461412896768	@skinny_tee Ya no. Haha not gunna flyyy
en	392516461400702976	RT @michaelclifforb: EVERYOEN LIKES SNCKPCK NOW... IT STARTED W A KJSS.. HOW DID IT END UPVLIEM THIS..
en	392516461421686784	i don't vibe well with unfeeling people, they don't appreciate affection
en	392516461417496576	RT @NakedAllStars: Jennifer Lopez: http://t.co/nvmfMSqGAG
en	392516461417070592	@iLove_Laurie THEY WERE JUST ON XFACTOR WHAT IS THIS 🙊😪🙈 http://t.co/c1idiHTWlI
en	392516465594617856	After a successful day, now lets gets the snacks and watch this halloween marathon!! #sweetdreams #AMCfearfest
en	392516465594613760	"@JosephTheFlyGuy: Who can love u like me ? Noboooody 😏"
en	392516465602998272	Fuck its 10... I haven't finished my math homework.
en	392516465598812160	I've collected 11,075 gold coins! http://t.co/8wCf0MwfYp #iphone, #iphonegames, #gameinsight
en	392516465615585280	RT @MabelProblems: #LyricsThatNeedToBeShouted CASH RULES EVERYTHING AROUND ME C.R.E.A.M. GET THE MONEY DOLLA DOLLA BILL
en	392516465628164096	RT @AmyMaariee: I make myself laugh all the time
en	392516465598816256	@listindenver Go Viral! We specialize in Twitter,Google+,Facebook,Pinterest &amp; more! Start your marketing campaign: http://t.co/uukeDzJYQ2
en	392516465623982080	RT @holypharaohlowe: LEVELS "@DeAngeloWyatt: "@Mara_Daly: “@Numbergang: Nigga got Fatherzoned 😂😭 http://t.co/m4CyCOUbhX” 😂😂""
