en	392865947587211264	Goodnight 😴
en	392865947582988288	RT @Pornografos: #pornopic http://t.co/sXPw6EqL8l
en	392865947591385088	RT @Bellababy114: You men are some bitchesssss
en	392865947603574784	I've been home since 6 thinking it will take me forever so I didn't do it xD
en	392865947616161792	#Np Breakeven - The Script
en	392865947582611456	jus stop plz
en	392865947607769090	end of convo lmao. 😂
en	392865947607769089	RT @LaraAnn232: S/O to @MikeyB_VA for making my night like 10x better 😂👌
en	392865947603591168	People change like the seasons.
en	392865947611963392	Today stats: No new followers, One unfollower via http://t.co/ZytNDlbD6x
en	392865947603570688	@Chris_OG_ where the weed at?
en	392865947620741120	@XoJassielOx GOODLUCK BABY! I love you. 😘
en	392865947595198465	@IZZYfoSHIIZZY its going to be like mw3, but with better spawns
en	392865947611967488	“@sheaintnee_: @_tikke i know lol girl i was big!”lmao that was my fav pic
en	392865951802458113	And I definitely didn't "play it cool" by replying back within 5 seconds 😂
en	392865951810854912	N0 matter what you're facing t0day, y0u must kn0w that you are n0t al0n he would never be found out, ~ Thomas Macaulay,
en	392865951781494784	RT @re_tweetem: Don't tell me what a nigga said about me , tell me what you said to take up for me 💯
en	392865951785689088	RT @OhEmGeeArielle: "@TrillestBitche: Keep actin up and ima choke you next time im fuckin you"
en	392865951794094080	RT @RomanceShipper: I AM LARRY SHIPPER HEAR ME ROAR #ModestYouCanBanUsButNotStopUs
en	392865951815041024	“@sonewyork_kalif: @willfuse happy birthday bro, enjoy!” Good looks bro!
en	392865951781101568	I can't do this alone, God I need you to hold onto me. 🙌 Savior please, help me stand. I fall so hard, I fade so fast.. ❤️
en	392865951793700864	still eating chocolate nips =)
en	392865951806685184	“@MissMostWanted: @Alvetta_Son gud how u”I'm good chillin as usual how the lil one
en	392865951798284289	RT @Cancer_ht: #Cancer love looking after others. They love to make sure everyone they love is okay.
en	392865951802085376	Light the Way! I'm helping light dragons return to DragonVale sooner. We need help, so join and play daily. http://t.co/GUDuFzl7Ex
en	392865951810473984	@odd_re Wowwwww your lucky I don't get a strike right now on the softball field
en	392865951802093568	She said, I think I'm going to Boston
en	392865951781113856	Pistons' Villaneuva leaves game http://t.co/IKWBbrm9cr
en	392865951814664192	I'm so sleepy already. gn!😌
en	392865951806263296	RT @Leo_h_t: #Leo seems to have two personalities. One is very outgoing, funny and quirky. The other is shy, moody and antisocial.
en	392865951806259200	RT @FactsOfSchool: When I find it, I don't need it. When I need it, I can't find it...
en	392865951810465792	@marylinx1x1 damn baby i love those nipples you know just how to get me to cum
en	392865951793704961	@McKillianA you aren't a laker fan?! We gon' fight
en	392865951789494273	RT @A_Brooke824: 👑✨💕: TWIN😘 so I should text you back😅 but you are perfff😘
en	392865951776923649	That escalated quickly.... http://t.co/c5a22nft6o
en	392865951802093569	@MsHardinger @teachkate @iChrisLehman lol. It's all over my twitter feed! #fallinlove ❤️🔍📖
en	392865951785291776	"god, i feel so good right... / god, smell is incredible"
en	392865955992592384	RT @BillWhittle: STORY 101: Heroes and villains, clear as day - with only costumes, music and really, REALLY good dancing. https://t.co/FZ…
en	392865955971620864	Is that a lizard or a dragon emoji ? lol ion know
en	392865955975815168	RT @ToombsLilly: Omg. I could listen to @Saeku_ sing all day errrrr day. 😍😘
en	392865956009365504	RT @codeprojectnews: Google announces uProxy: internet censorship avoidance in a browser extension http://t.co/oxUD84IIxJ
en	392865955979993088	RT @Leo_h_t: #Leo seems to have two personalities. One is very outgoing, funny and quirky. The other is shy, moody and antisocial.
en	392865955996786688	RT @yungjimjam: @alicompoccia_ ayeeee happy birthday bae!
en	392865955979612160	#ThoughtsDuringSchool i miss being smart 😓😓😓
en	392865955983806464	Can i pause life and just sleep for a fee months, or years and still not miss anything
en	392865955975811072	@kris_caroon @lnsaneTweets 😂😂😂 STAGE 5 CLINGER PROBZ #loveus
en	392865955983790081	"@GregBlakkkkley_: “@NevekParnell: I'm honestly mature as fuck for my age”"
en	392865956005154816	RT @B_speightss: i am so lucky
en	392865955992178689	I think I just accidentally sat through an entire Coldplay song, safe to say I feel slightly suicidal and I’ll never use Pandora again.
en	392865955979599872	RT @hollyyh_: I actually don't get it, why have bbm on your phone if you have imessage
en	392865956008976385	@that_one_blonde You're more than welcome. 😊
en	392865956009369601	RT @Richyjayy: “@kee_Kardashiann: “@BossyBrat__: She should already know I don't like her lizard ass !”lmaooooooooooooo” 🐲🐲🐲🐲chillllllll 😩
en	392865955996393472	RT @_BigBoootyJudy: “@DAYRONSGOD: March 12th, 1996 god was born” u r soo going to hell dayron lol
en	392865955992174592	@sfurlow93 don't be mean.
en	392865956004773889	“@lonestarguy1972: "@thepjones: Just slide on over....... http://t.co/qpeKqI8wFW" awesome picture!”
en	392865960165912576	RT @LOHANTHONY: bitches be so fucking annoying
en	392865960178491392	RT @2015Seniors: #InSchoolThoughts fake...
en	392865960195264512	RT @WrongDayToQuit: They stare at me while I stare at you. http://t.co/ZiqGcdgxsJ
en	392865960178114561	sit back and do nothing like you are. you're losing it all...
en	392865960203649025	“@liam_delaney18: Lauren update: still talking shit.” Why you so obsessed with me #boyiwannaknow
en	392865960182296576	THE KING OF SILENCE
en	392865960165933056	RT @FuckinLoveUconn: I fucking love squirrels- prancing all over the fucking place. Such fucking majestic creatures, those little shits too…
en	392865960203276288	So by the end next year both of my show will be over and both of my otps aren't going to be endgame. Why don't I deserve nice things???
en	392865960182312960	@cabininthehoods hey i changed my @ name lol (change ur bio) but the L in holden is a capital i
en	392865960178114560	@Danaephobia Okaaay. 10,000 ang VIP tickets e. :(
en	392865960186507264	RT @MikaylaDerieg: Just notice me phlease
en	392865960169701376	RT @taeej: She claim she so real but be sneak dissin everybody on twitter and then delete the tweet
en	392865960194867200	@ronalexstokes hope so
en	392865960203264000	RT @Mikeyy30: the real struggle is when people send you emojis and you have an android..
en	392865960203259904	“@LinseyLaLoca: I like this one better 😏 ma baby @Eman_Beltran 😚😚 http://t.co/PtI8L9133Y” nahhhh!😂😂😜👍
en	392865960173920256	RT @saraaaguerraaa: SORRY I CARE ABOUT MY FRIENDS
en	392865960165523457	Class getting out early and finding all these goodies in my PO box. What a happy day! http://t.co/XPvon2B2IQ
en	392865964397977600	im puttin yall on to these songs
en	392865964368601088	That awkward moment when someone says something to you for the fifth time and you still don’t know what they said
en	392865964372406272	You have serious problems. Leave me alone and grow up. #majorsubtweet #seriouslytho
en	392865964359811072	One of those nights
en	392865964385398784	RT @nudist_resorts: Photo: So bizarre that facebook considers it perfectly Ok to show people being murdered having their heads... http://t.…
en	392865964389179393	Train full of sketchy people is exactly what I want at 11pm with my hands full of food.
en	392865964359831552	RT @_jujuv: "I wish you could send smells, like through a text message. So you could smell this food I'm about to eat." - Vicente
en	392865964397563904	RT @xSammieSweets: 99% girls get Turned On when they see a guy with this body ;) *WARNING* Must be 18+ to view: http://t.co/K2NfDX4gLy
en	392865964380794880	I think this whole group work in lab is ridiculous
en	392865968592265216	Like why am I just staying up watching makeup tutorials
en	392865968575496192	RT @Chante_Chante: WE WAS HYPE TO SEE CURT TWEET THOUGH 😂😂
en	392865968558727168	RT @DefinitionOfFaF: Remove all federal taxes and add a 15% consumption tax to every dollar spent and you'd see at least 3T in revenue to t…
en	392865968579698688	What the FUCK is PLL. Sounds stupid as shit
en	392865968570900480	I feel hella slow when i talk otp with Brandon lmfao
en	392865968587669504	Research music licensing. Find out how you can be a part of it...
en	392865968554135552	@cora_alvarado i love you too !
en	392865968562532353	I hate when friends start "talking" to someone and they go AWOL on you?! Then when they stop, they always come crawling back?! #fake
en	392865968562503680	@yung_pancake sad but true😂
en	392865968566706176	hoping I could just get lost.
en	392865972757233664	@Paulettex0x0 it's not fair I'm boutta go to another state better yet country lol looking fo lubb
en	392865972769812480	RT @avekyt_: “@FuccCrusty_Hoes: RT!!! “@avekyt_: People think they know people because of twitter 😂 no bitch you need to learn the real him…
en	392865972748836864	#Video The error that Prophet Adam was not the first human being http://t.co/71z6eQdigd
en	392865972782391296	how old are you? — not old enough to buy my own alcohol sooooo http://t.co/PthBNf6Mcn
en	392865972757204992	@clhendricksbc @easegill @Rockylou22 it's a weird artifact in LadioCast, I think I nixed it
en	392865972752613376	Today stats: One follower, No unfollowers via http://t.co/PAh8mY1KTA
en	392865972777795584	You're soo very welcome sweetie — Means a lot http://t.co/AdjmHvdXRA
en	392865972773593089	I'm not terribly musical, but... you seem out of tune!
en	392865972752637952	Today stats: No new followers, One unfollower via http://t.co/TpZXdEZUTJ
en	392865972781989888	@CatchOfTheDay You took my payment for iPad mini, but no order? Ppl on whirlpool ordered 2hrs after, and getting shipping notices? #scam
en	392865972756819968	RT @kxriee: I'm so angry right now it makes no sense
en	392865972761010176	RT @Arsenal: .@JackWilshere says #Arsenal will "bounce back" after their defeat to Borussia Dortmund on Tuesday. Story here: http://t.co/Qh…
en	392865972781973504	@MarcMajeau it's delightful! Also, might be in town Sat/Sun. Free??
en	392865972773584896	RT @ColIegeStudent: SCHOOL IS STRESSING ME OUT GRADES ARE STRESSING ME OUT ANXIETY IS STRESSING ME OUT MY STRESS IS STRESSING ME OUT
en	392865972786192385	@LStepensky I'm not sure if you had a chance but thanks for the fav. anyway? lol #youreawesomebeingyou Much love -Matthew
en	392865972748431360	What are the best food mash-ups? http://t.co/pWgH4052Ks
en	392865972773605377	Well I was a cutie (; hahahah #throwback http://t.co/fbb53EYFJb
en	392865976959905792	Might I mention nothing he says is funny. At all.
en	392865976943140864	10/24/2013 - Pennyrile ADD - Caldwell County Caregiver Support Group: Start Date:10/24/2013Regular monthly mee... http://t.co/j2OsRU3MzZ
en	392865976955723776	I couldn't live without my best friend @caaaayyyyt 💛 #sighimissyou
en	392865976943120384	@_lovemymarine oh I know! This is the first time I've been away from him!
en	392865976968306688	RT @ManCandyHQ: Ball players 😍 ⚾️ http://t.co/pBOy7bFlBK
en	392865976972505088	"@ImLowKeyFamous: Columbus. RT @Kickklee: What city in Ohio has the best looking females? GO!" Cincinnati
en	392865976963719168	no ohokay this is weird then
en	392865976946917377	@kaylalaquay lolol I was just returning the favor ;)
en	392865976976306176	Is it weird that I immediately got the Legally Blond reference?
en	392865976955330560	#InSchoolThoughts *none* left my brain on my pillow
en	392865976976293888	I'm gonna do that with my belt lmao
en	392865976976302080	@daphnaaa @kylaaaaa_ hungry ass hahaha and I know, let's go tomorrow after your game Kyla!
en	392865976963706880	RT @drunk: when someone tickles my neck i'm all like http://t.co/GprwCaMmXN
en	392865976946925568	US:Equity Settlements:
en	392865976951115776	The Heavens Are Empty: Discovering the Lost Town of Trochenbrod: The Heavens Are Empty: Discovering the Lost T... http://t.co/CMQAzNZreY
en	392865976951132160	RT @Pple1st: If ridding Canada of the pestilence that is Harper is the one and only thing #Duff does for PEI, there will be A LOT of happy …
en	392865976980500480	This will the first year since 08 that I didn't go to horror nights 😔😔
en	392865981158424576	...mentally stimulate me....than we got something 4real
en	392865981162598400	It's time to get a new satchel or a handbag😭😭😫😩
en	392865981162614784	If she's comfortable around u: she'll tackle you, sing to u, be weird around u, dance for you, scream at you. take ur food, be mean to you.
en	392865981150019584	#lasttweet help me reach 1,000 views &lt;3 share it :3
en	392865981175173120	Perks of being a girl; I can talk about anything without worrying about getting a boner.
en	392865981166800896	#WWSponsored What kind of mom are you? Fashionista? Foodie? Artsy? Find articles for all kinds of moms in... http://t.co/ZVMlFXOwEG
en	392865981137047552	I am WALL-E inside, though disappointments turn me Stifler.
en	392865981137453056	@dairynouis nvm i took them off it was uncomfortable
en	392865981137039360	Goodnight y'all 😘
en	392865981158027264	I see you I see you, Don't Snap chat back its whatever
en	392865981174800385	I learned how to play Disenchanted by MCR on guitar really poorly. Pround brenna is proud.
en	392865981170585600	The Sunny Center was great before, but now its even better! http://t.co/wGHrlezixD #Gameinsight #Android #Androidgames
en	392865981162201089	was srsly about to kms
en	392865981153832961	@simply_Knight those red bottom heels you can take them off .. Wait keep um on I like my women tall
en	392865981153828864	This morning, I woke up there was a baby pacifier in my mouth!!!!Lol
en	392865981158006784	RT @BeritaACMilan: “@acmilan: Have you already seen the pics of #MilanBarça? http://t.co/qa4tZQUmwz http://t.co/39oCPZGu6K”
en	392865981162192896	#news This Day in Black History: Oct. 23, 1958: Professor Michael Eric Dyson was born in Detroit. http://t.co/NxIJO9JOuO #BET
en	392865981174796288	Designing Brand Identity: An Essential Guide for the Whole Branding Team: A revised new edition of the bestsel... http://t.co/cCbZSAeP3c
en	392865981145444352	RT @Sagittarius_ht: Telling #Sagittarius who's depressed to 'Just get over it' is like telling a blind person to 'Just look harder.'
en	392865981170597890	bewbs literally ruined Nami swan 4 me a waifu of the elite 4 just whoosh right out the window she is a putrid u forgivable specimen
en	392865981158027265	RT @jarpad: Eat the pickle!!!
en	392865981166403584	@MaKayla_Locc lmaooooo you citi trends , "oh I think they like me" ass bitch
en	392865981162221568	RT @xmgw_: “@GetDomFamous: I'm still part of the movement #GetDomFamous”remember this @Young_D_Nasty
en	392865981170597889	@guerrero_gracie I fucking knew it man! How did they find out?
en	392865985335947264	I'm bored 😒 #whatsnew
en	392865985344315392	RT @RaheemLaing11: its after 12 mdf
en	392865985348505600	RT @WhatTheFFacts: On average, Americans eat 18 acres of pizza everyday.
en	392865985356918784	RT @ItsJameal: Fuck what you heard. Recognize what you see.
en	392865985365278721	@LilBillHolland @ehbarlow18 no you don't
en	392865985352708096	@Devan_Salle has its moments
en	392865985352704000	@moneezzyyy lol your adorable! ❤️ thank you :))
en	392865985335549952	Dont Stress
en	392865985356525569	get in we was a my is they if its you and in they just find all if up do if you is of get just at up and do just up rt can be in and you
en	392865985356525568	Ok I see you
en	392865985339731968	@JordanMariex4 will you be my friend?
en	392865985352323072	Menace to Society is on @VH1! My night is made.
en	392865985352318976	Making this situation 10 times harder then it needs to be
